phenocode,phenotype,category,chapter_prefix,num_cases,num_controls,finngen_R12_url
E4_OVARFAIL,Primary ovarian failure,"IV Endocrine, nutritional and metabolic diseases (E4_)",IV,655,267780,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_E4_OVARFAIL.gz
E4_VIT_D_DEF,Vitamin D deficiency,"IV Endocrine, nutritional and metabolic diseases (E4_)",IV,614,467142,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_E4_VIT_D_DEF.gz
E4_DISPUB,Disorders of puberty,"IV Endocrine, nutritional and metabolic diseases (E4_)",IV,585,479069,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_E4_DISPUB.gz
DRUGADVERS_ADRENOCORTICAL_INSUFFICIENCY,Drug-induced adrenocortical insufficiency,"IV Endocrine, nutritional and metabolic diseases (E4_)",IV,581,499767,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_DRUGADVERS_ADRENOCORTICAL_INSUFFICIENCY.gz
E4_HYPODRUG,Drug-induced hypoglycaemia without coma,"IV Endocrine, nutritional and metabolic diseases (E4_)",IV,575,496961,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_E4_HYPODRUG.gz
E4_AMYLNAS,"Amyloidosis, other/unspecified","IV Endocrine, nutritional and metabolic diseases (E4_)",IV,573,420066,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_E4_AMYLNAS.gz
E4_THYROIDITNAS,"Thyroiditis, unspecified","IV Endocrine, nutritional and metabolic diseases (E4_)",IV,556,424208,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_E4_THYROIDITNAS.gz
RX_STATIN,Statin medication,IX Diseases of the circulatory system (I9_),IX,183578,316770,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_RX_STATIN.gz
I9_HYPTENS,Hypertension,IX Diseases of the circulatory system (I9_),IX,154630,345634,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_I9_HYPTENS.gz
I9_HYPTENSESS,"Hypertension, essential",IX Diseases of the circulatory system (I9_),IX,132515,345634,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_I9_HYPTENSESS.gz
I9_IHD,"Ischaemic heart disease, wide definition",IX Diseases of the circulatory system (I9_),IX,84088,416260,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_I9_IHD.gz
I9_DISVEINLYMPH,"Diseases of veins, lymphatic vessels and lymph nodes, not elsewhere classified",IX Diseases of the circulatory system (I9_),IX,68125,432223,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_I9_DISVEINLYMPH.gz
I9_AF,Atrial fibrillation and flutter,IX Diseases of the circulatory system (I9_),IX,63532,252810,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_I9_AF.gz
I9_CORATHER,Coronary atherosclerosis,IX Diseases of the circulatory system (I9_),IX,63307,416171,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_I9_CORATHER.gz
I9_CHD,Major coronary heart disease event,IX Diseases of the circulatory system (I9_),IX,56650,443698,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_I9_CHD.gz
I9_ANGINA,Angina pectoris,IX Diseases of the circulatory system (I9_),IX,44588,416171,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_I9_ANGINA.gz
I9_AF_REIMB,Atrial fibrillation and flutter with reimbursement,IX Diseases of the circulatory system (I9_),IX,40251,252810,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_I9_AF_REIMB.gz
I9_OTHARR,Other arrhythmias,IX Diseases of the circulatory system (I9_),IX,39265,375343,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_I9_OTHARR.gz
I9_VARICVE,Varicose veins,IX Diseases of the circulatory system (I9_),IX,38467,432223,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_I9_VARICVE.gz
I9_HEARTFAIL,"Heart failure, strict",IX Diseases of the circulatory system (I9_),IX,37653,462695,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_I9_HEARTFAIL.gz
I9_STR,"Stroke, excluding SAH",IX Diseases of the circulatory system (I9_),IX,34110,450023,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_I9_STR.gz
I9_MI_STRICT,"Myocardial infarction, strict",IX Diseases of the circulatory system (I9_),IX,31666,416171,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_I9_MI_STRICT.gz
FG_DOAAC,"Diseases of arteries, arterioles and capillaries (FINNGEN)",IX Diseases of the circulatory system (I9_),IX,29658,252810,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_FG_DOAAC.gz
I9_REVASC,Coronary revascularization (ANGIO or CABG),IX Diseases of the circulatory system (I9_),IX,28800,416171,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_I9_REVASC.gz
I9_VHD,Valvular heart disease excluding rheumatic fever,IX Diseases of the circulatory system (I9_),IX,28602,375343,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_I9_VHD.gz
I9_VTE,Venous thromboembolism,IX Diseases of the circulatory system (I9_),IX,26333,474015,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_I9_VTE.gz
I9_TIA,Transient ischemic attack,IX Diseases of the circulatory system (I9_),IX,24948,453276,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_I9_TIA.gz
I9_ATHSCLE,"Atherosclerosis, excluding cerebral and coronary sclerosis",IX Diseases of the circulatory system (I9_),IX,19807,463106,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_I9_ATHSCLE.gz
I9_ANGIO,Coronary angioplasty,IX Diseases of the circulatory system (I9_),IX,18248,416171,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_I9_ANGIO.gz
I9_VEINSOTH,Other disorders of veins,IX Diseases of the circulatory system (I9_),IX,18090,432223,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_I9_VEINSOTH.gz
I9_UAP,Unstable angina pectoris,IX Diseases of the circulatory system (I9_),IX,17428,443161,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_I9_UAP.gz
I9_SEQULAE,Sequelae of cerebrovascular disease,IX Diseases of the circulatory system (I9_),IX,15879,453828,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_I9_SEQULAE.gz
I9_CONDUCTIO,Conduction disorders,IX Diseases of the circulatory system (I9_),IX,14027,375343,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_I9_CONDUCTIO.gz
I9_NONISCHCARDMYOP,Non-ischemic cardiomyopathy,IX Diseases of the circulatory system (I9_),IX,13917,402343,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_I9_NONISCHCARDMYOP.gz
I9_CABG,Coronary artery bypass grafting,IX Diseases of the circulatory system (I9_),IX,13681,416171,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_I9_CABG.gz
I9_PAROXTAC,Paroxysmal tachycardia,IX Diseases of the circulatory system (I9_),IX,12878,252810,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_I9_PAROXTAC.gz
I9_PULMEMB,Pulmonary embolism,IX Diseases of the circulatory system (I9_),IX,12762,486319,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_I9_PULMEMB.gz
I9_CAVS_OPERATED,"Calcific aortic valvular stenosis, operated",IX Diseases of the circulatory system (I9_),IX,12418,487930,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_I9_CAVS_OPERATED.gz
I9_HYPTENSHD,Hypertensive Heart Disease,IX Diseases of the circulatory system (I9_),IX,11728,345634,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_I9_HYPTENSHD.gz
I9_AORTANEUR,Aortic aneurysm,IX Diseases of the circulatory system (I9_),IX,9937,463106,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_I9_AORTANEUR.gz
I9_PHLETHROM,Phlebitis and thrombophlebitis (not including DVT),IX Diseases of the circulatory system (I9_),IX,9750,432223,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_I9_PHLETHROM.gz
I9_INTRACRA,Nontraumatic intracranial haemmorrhage,IX Diseases of the circulatory system (I9_),IX,8638,453828,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_I9_INTRACRA.gz
I9_PHLETHROMBDVTLOW,DVT of lower extremities,IX Diseases of the circulatory system (I9_),IX,8134,432223,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_I9_PHLETHROMBDVTLOW.gz
I9_AVBLOCK,AV-block,IX Diseases of the circulatory system (I9_),IX,7850,375343,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_I9_AVBLOCK.gz
I9_CARDMYO,Cardiomyopathy,IX Diseases of the circulatory system (I9_),IX,7649,375343,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_I9_CARDMYO.gz
I9_SAHANEUR,"Aneurysms, operations, SAH",IX Diseases of the circulatory system (I9_),IX,6849,453828,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_I9_SAHANEUR.gz
I9_HYPOTE,Hypotension,IX Diseases of the circulatory system (I9_),IX,6488,492608,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_I9_HYPOTE.gz
I9_THROMBOTH,Other embolism and thrombosis,IX Diseases of the circulatory system (I9_),IX,5316,432223,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_I9_THROMBOTH.gz
I9_ICH,Intracerebral haemorrhage,IX Diseases of the circulatory system (I9_),IX,5112,450016,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_I9_ICH.gz
I9_THAORTANEUR,Thoracic aortic aneurysm,IX Diseases of the circulatory system (I9_),IX,5108,463106,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_I9_THAORTANEUR.gz
I9_ABAORTANEUR,Abdominal aortic aneurysm (AAA),IX Diseases of the circulatory system (I9_),IX,4439,463106,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_I9_ABAORTANEUR.gz
I9_SAH,Subarachnoid haemorrhage,IX Diseases of the circulatory system (I9_),IX,4180,450276,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_I9_SAH.gz
I9_POSTAMI,Status post-ami,IX Diseases of the circulatory system (I9_),IX,3757,416171,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_I9_POSTAMI.gz
I9_ARTOTH,Other diseases of arteries and capillaries,IX Diseases of the circulatory system (I9_),IX,3541,463106,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_I9_ARTOTH.gz
I9_HYPTENSEC,Secondary hypertension,IX Diseases of the circulatory system (I9_),IX,3388,252810,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_I9_HYPTENSEC.gz
I9_ANEURYSM,"Cerebral aneurysm, nonruptured",IX Diseases of the circulatory system (I9_),IX,3310,453828,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_I9_ANEURYSM.gz
I9_OTHPER,Other peripheral vascular diseases,IX Diseases of the circulatory system (I9_),IX,3153,463106,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_I9_OTHPER.gz
I9_CARDMYOOTH,"Cardiomyopathy, other and unspecified",IX Diseases of the circulatory system (I9_),IX,3122,375343,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_I9_CARDMYOOTH.gz
I9_CARDARR,Cardiac arrest,IX Diseases of the circulatory system (I9_),IX,3011,252810,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_I9_CARDARR.gz
I9_LBBB,Left bundle-branch block,IX Diseases of the circulatory system (I9_),IX,2766,375343,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_I9_LBBB.gz
I9_CEREBDOTH,"Other specified cerebrovascular diseases, other cerebrovascular disorders in diseases classified elsewhere",IX Diseases of the circulatory system (I9_),IX,2644,453828,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_I9_CEREBDOTH.gz
I9_VARICVESOTH,Varicose veins of other sites,IX Diseases of the circulatory system (I9_),IX,2560,432223,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_I9_VARICVESOTH.gz
I9_LYMPHADE,Nonspecific lymphadenitis,IX Diseases of the circulatory system (I9_),IX,2476,432223,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_I9_LYMPHADE.gz
I9_ARTEMBTHR,Arterial embolism and thrombosis,IX Diseases of the circulatory system (I9_),IX,2266,463106,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_I9_ARTEMBTHR.gz
I9_OTHILLHEART,Other or ill-defined heart diseases,IX Diseases of the circulatory system (I9_),IX,2192,375343,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_I9_OTHILLHEART.gz
I9_NONISCHCARDMYOP_STRICT,Nonischemic cardiomyopathy,IX Diseases of the circulatory system (I9_),IX,2108,413400,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_I9_NONISCHCARDMYOP_STRICT.gz
I9_MYOCARD,Myocarditis,IX Diseases of the circulatory system (I9_),IX,2062,252810,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_I9_MYOCARD.gz
I9_OTHANEUR,Other aneurysm,IX Diseases of the circulatory system (I9_),IX,1998,463106,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_I9_OTHANEUR.gz
I9_STR_EMBOLIC,Embolic stroke,IX Diseases of the circulatory system (I9_),IX,1808,453828,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_I9_STR_EMBOLIC.gz
I9_VASCSYND,Vascular syndromes of brain in cerebrovascular disorders,IX Diseases of the circulatory system (I9_),IX,1623,473404,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_I9_VASCSYND.gz
I9_PERICAOTH,Other diseases of pericardium,IX Diseases of the circulatory system (I9_),IX,1604,375343,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_I9_PERICAOTH.gz
I9_SECONDRIGHT,Secondary right heart disease,IX Diseases of the circulatory system (I9_),IX,1467,486319,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_I9_SECONDRIGHT.gz
I9_VARICVEOES,Oesophageal varices,IX Diseases of the circulatory system (I9_),IX,1410,432223,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_I9_VARICVEOES.gz
I9_HYPERTROCARDMYOP,Hypertrophic cardiomyopathy,IX Diseases of the circulatory system (I9_),IX,1376,498972,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_I9_HYPERTROCARDMYOP.gz
I9_HYPTENSRD,Hypertensive Renal Disease,IX Diseases of the circulatory system (I9_),IX,1367,345634,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_I9_HYPTENSRD.gz
I9_VASCINT,Vascular diseases of the intestine,IX Diseases of the circulatory system (I9_),IX,1362,463106,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_I9_VASCINT.gz
I9_PERICARD,Pericarditis,IX Diseases of the circulatory system (I9_),IX,1356,375343,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_I9_PERICARD.gz
I9_RBBB,Right bundle-branch block,IX Diseases of the circulatory system (I9_),IX,1347,375343,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_I9_RBBB.gz
I9_OTHOTH,Other other unspecified disorders of the circulatory system,IX Diseases of the circulatory system (I9_),IX,1309,492608,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_I9_OTHOTH.gz
I9_ARTEMBTHRLOW,Arterial embolism and thrombosis of lower extremity artery,IX Diseases of the circulatory system (I9_),IX,1297,463106,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_I9_ARTEMBTHRLOW.gz
I9_LYMPHOTH,Other noninfective disorders of lymphatic vessels and lymph nodes,IX Diseases of the circulatory system (I9_),IX,1289,432223,https://storage.googleapis.com/finngen-public-data-r12/summary_stats/release/finngen_R12_I9_LYMPHOTH.gz
